GPT4,Ex02,Ex02_writer-LLM-GPT4,dataObject,2,Artifacts
GPT4,Ex03,Ex03_writer-LLM-GPT4,dataObject,1,Artifacts
GPT4,Ex04,Ex04_writer-LLM-GPT4,dataObject,2,Artifacts
GPT4,Ex05,Ex05_writer-LLM-GPT4,dataObject,4,Artifacts
GPT4,Ex00,Ex00_writer-LLM-GPT4,incoming,9,Connecting Objects
GPT4,Ex01,Ex01_writer-LLM-GPT4,incoming,8,Connecting Objects
GPT4,Ex02,Ex02_writer-LLM-GPT4,incoming,7,Connecting Objects
GPT4,Ex03,Ex03_writer-LLM-GPT4,incoming,12,Connecting Objects
GPT4,Ex04,Ex04_writer-LLM-GPT4,incoming,8,Connecting Objects
GPT4,Ex05,Ex05_writer-LLM-GPT4,incoming,7,Connecting Objects
GPT4,Ex07,Ex07_writer-LLM-GPT4,incoming,5,Connecting Objects
GPT4,Ex08,Ex08_writer-LLM-GPT4,incoming,6,Connecting Objects
GPT4,Ex09,Ex09_writer-LLM-GPT4,incoming,12,Connecting Objects
GPT4,Ex10,Ex10_writer-LLM-GPT4,incoming,9,Connecting Objects
GPT4,Ex00,Ex00_writer-LLM-GPT4,outgoing,8,Connecting Objects
GPT4,Ex01,Ex01_writer-LLM-GPT4,outgoing,8,Connecting Objects
GPT4,Ex02,Ex02_writer-LLM-GPT4,outgoing,7,Connecting Objects
GPT4,Ex03,Ex03_writer-LLM-GPT4,outgoing,12,Connecting Objects
GPT4,Ex04,Ex04_writer-LLM-GPT4,outgoing,7,Connecting Objects
GPT4,Ex05,Ex05_writer-LLM-GPT4,outgoing,8,Connecting Objects
GPT4,Ex07,Ex07_writer-LLM-GPT4,outgoing,6,Connecting Objects
GPT4,Ex08,Ex08_writer-LLM-GPT4,outgoing,6,Connecting Objects
GPT4,Ex09,Ex09_writer-LLM-GPT4,outgoing,12,Connecting Objects
GPT4,Ex10,Ex10_writer-LLM-GPT4,outgoing,12,Connecting Objects
GPT4,Ex00,Ex00_writer-LLM-GPT4,sequenceFlow,9,Connecting Objects
GPT4,Ex01,Ex01_writer-LLM-GPT4,sequenceFlow,10,Connecting Objects
GPT4,Ex02,Ex02_writer-LLM-GPT4,sequenceFlow,8,Connecting Objects
GPT4,Ex03,Ex03_writer-LLM-GPT4,sequenceFlow,16,Connecting Objects
GPT4,Ex04,Ex04_writer-LLM-GPT4,sequenceFlow,8,Connecting Objects
GPT4,Ex05,Ex05_writer-LLM-GPT4,sequenceFlow,8,Connecting Objects
GPT4,Ex07,Ex07_writer-LLM-GPT4,sequenceFlow,6,Connecting Objects
GPT4,Ex08,Ex08_writer-LLM-GPT4,sequenceFlow,6,Connecting Objects
GPT4,Ex09,Ex09_writer-LLM-GPT4,sequenceFlow,10,Connecting Objects
