File,Tag,Occurrences
ex05_writer0013.bpmn,incoming,14
ex05_writer0013.bpmn,outgoing,14
ex05_writer0013.bpmn,sequenceFlow,14
ex05_writer0013.bpmn,flowNodeRef,12
ex05_writer0013.bpmn,targetRef,10
ex05_writer0013.bpmn,task,5
ex05_writer0013.bpmn,property,5
ex05_writer0013.bpmn,dataInputAssociation,5
ex05_writer0013.bpmn,sourceRef,5
ex05_writer0013.bpmn,dataOutputAssociation,5
ex05_writer0013.bpmn,messageEventDefinition,4
ex05_writer0013.bpmn,process,3
ex05_writer0013.bpmn,exclusiveGateway,3
ex05_writer0013.bpmn,lane,2
ex05_writer0013.bpmn,dataObjectReference,2
ex05_writer0013.bpmn,dataObject,2
ex05_writer0013.bpmn,laneSet,1
ex05_writer0013.bpmn,intermediateThrowEvent,1
ex05_writer0013.bpmn,intermediateCatchEvent,1
ex05_writer0013.bpmn,startEvent,1
ex05_writer0013.bpmn,endEvent,1
ex05_writer0014.bpmn,incoming,17
ex05_writer0014.bpmn,outgoing,17
ex05_writer0014.bpmn,sequenceFlow,17
ex05_writer0014.bpmn,flowNodeRef,16
ex05_writer0014.bpmn,task,9
ex05_writer0014.bpmn,exclusiveGateway,4
ex05_writer0014.bpmn,lane,2
ex05_writer0014.bpmn,endEvent,2
ex05_writer0014.bpmn,process,1
ex05_writer0014.bpmn,laneSet,1
ex05_writer0014.bpmn,startEvent,1
ex05_writer0014.bpmn,messageEventDefinition,1
ex05_writer0019.bpmn,outgoing,17
ex05_writer0019.bpmn,incoming,17
ex05_writer0019.bpmn,sequenceFlow,17
ex05_writer0019.bpmn,flowNodeRef,15
ex05_writer0019.bpmn,task,8
ex05_writer0019.bpmn,exclusiveGateway,5
ex05_writer0019.bpmn,process,3
ex05_writer0019.bpmn,lane,2
ex05_writer0019.bpmn,laneSet,1
ex05_writer0019.bpmn,startEvent,1
ex05_writer0019.bpmn,messageEventDefinition,1
ex05_writer0019.bpmn,endEvent,1
ex05_writer0024.bpmn,incoming,17
ex05_writer0024.bpmn,outgoing,17
ex05_writer0024.bpmn,sequenceFlow,17
ex05_writer0024.bpmn,flowNodeRef,16
ex05_writer0024.bpmn,task,9
ex05_writer0024.bpmn,targetRef,6
ex05_writer0024.bpmn,exclusiveGateway,4
ex05_writer0024.bpmn,lane,3
ex05_writer0024.bpmn,property,3
ex05_writer0024.bpmn,dataInputAssociation,3
ex05_writer0024.bpmn,sourceRef,3
ex05_writer0024.bpmn,dataOutputAssociation,3
ex05_writer0024.bpmn,endEvent,2
ex05_writer0024.bpmn,dataObjectReference,2
ex05_writer0024.bpmn,dataObject,2
ex05_writer0024.bpmn,process,1
ex05_writer0024.bpmn,laneSet,1
ex05_writer0024.bpmn,dataStoreReference,1
ex05_writer0024.bpmn,startEvent,1
ex05_writer0024.bpmn,messageEventDefinition,1
ex05_writer0024.bpmn,association,1
ex05_writer0024.bpmn,textAnnotation,1
ex05_writer0024.bpmn,text,1
ex05_writer0028.bpmn,incoming,16
ex05_writer0028.bpmn,outgoing,16
ex05_writer0028.bpmn,sequenceFlow,16
ex05_writer0028.bpmn,flowNodeRef,14
ex05_writer0028.bpmn,task,7
ex05_writer0028.bpmn,targetRef,4
ex05_writer0028.bpmn,exclusiveGateway,3
ex05_writer0028.bpmn,property,3
ex05_writer0028.bpmn,dataInputAssociation,3
ex05_writer0028.bpmn,sourceRef,3
ex05_writer0028.bpmn,lane,2
ex05_writer0028.bpmn,parallelGateway,2
ex05_writer0028.bpmn,dataStoreReference,2
ex05_writer0028.bpmn,dataObjectReference,2
ex05_writer0028.bpmn,dataObject,2
ex05_writer0028.bpmn,process,1
ex05_writer0028.bpmn,laneSet,1
ex05_writer0028.bpmn,dataOutputAssociation,1
ex05_writer0028.bpmn,startEvent,1
ex05_writer0028.bpmn,messageEventDefinition,1
ex05_writer0028.bpmn,endEvent,1
ex05_writer0042.bpmn,flowNodeRef,20
ex05_writer0042.bpmn,incoming,20
ex05_writer0042.bpmn,outgoing,20
ex05_writer0042.bpmn,sequenceFlow,20
