filename,word_combination,occurrences_dir1,occurrences_dir2,hallucination_ratio
2024-10-20 15.15 A10-representations.aird.xes,Process laneSets ADD,1,1,1.0
2024-10-20 15.15 A10-representations.aird.xes,LaneSet lanes ADD,1,1,1.0
2024-10-20 15.15 A10-representations.aird.xes,Process flowElements ADD,9,11,1.2222222222222223
2024-10-20 15.15 A10-representations.aird.xes,Lane flowNodeRefs ADD,5,6,1.2
2024-10-20 15.15 A10-representations.aird.xes,StartEvent name SET,1,1,1.0
2024-10-20 15.15 A10-representations.aird.xes,Task name SET,3,4,1.3333333333333333
2024-10-20 15.15 A10-representations.aird.xes,EndEvent name SET,1,1,1.0
2024-10-20 15.15 A10-representations.aird.xes,StartEvent outgoing ADD,1,0,0.0
2024-10-20 15.15 A10-representations.aird.xes,SequenceFlow sourceRef SET,4,5,1.25
2024-10-20 15.15 A10-representations.aird.xes,Task incoming ADD,3,4,1.3333333333333333
2024-10-20 15.15 A10-representations.aird.xes,SequenceFlow targetRef SET,4,5,1.25
2024-10-20 15.15 A10-representations.aird.xes,Task outgoing ADD,3,4,1.3333333333333333
2024-10-20 15.15 A10-representations.aird.xes,EndEvent incoming ADD,1,2,2.0
2024-10-20 15.57 A20-representations.aird.xes,Process laneSets ADD,1,1,1.0
2024-10-20 15.57 A20-representations.aird.xes,LaneSet lanes ADD,1,1,1.0
2024-10-20 15.57 A20-representations.aird.xes,Process flowElements ADD,17,13,0.7647058823529411
2024-10-20 15.57 A20-representations.aird.xes,Lane flowNodeRefs ADD,8,7,0.875
2024-10-20 15.57 A20-representations.aird.xes,StartEvent name SET,1,1,1.0
2024-10-20 15.57 A20-representations.aird.xes,Task name SET,4,3,0.75
2024-10-20 15.57 A20-representations.aird.xes,StartEvent outgoing ADD,1,0,0.0
2024-10-20 15.57 A20-representations.aird.xes,SequenceFlow sourceRef SET,9,6,0.6666666666666666
2024-10-20 15.57 A20-representations.aird.xes,Task incoming ADD,4,5,1.25
2024-10-20 15.57 A20-representations.aird.xes,SequenceFlow targetRef SET,9,6,0.6666666666666666
2024-10-20 15.57 A20-representations.aird.xes,Task outgoing ADD,4,5,1.25
2024-10-20 15.57 A20-representations.aird.xes,ParallelGateway incoming ADD,3,0,0.0
2024-10-20 15.57 A20-representations.aird.xes,ParallelGateway outgoing ADD,4,0,0.0
2024-10-20 15.57 A20-representations.aird.xes,EndEvent name SET,1,1,1.0
2024-10-20 15.57 A20-representations.aird.xes,EndEvent incoming ADD,2,2,1.0
2024-10-20 15.57 A20-representations.aird.xes,ParallelGateway name SET,2,2,1.0
2024-10-20 17.09 A30-representations.aird.xes,Process laneSets ADD,1,1,1.0
2024-10-20 17.09 A30-representations.aird.xes,LaneSet lanes ADD,1,1,1.0
2024-10-20 17.09 A30-representations.aird.xes,Process flowElements ADD,19,63,3.3157894736842106
2024-10-20 17.09 A30-representations.aird.xes,SubProcess name SET,2,1,0.5
2024-10-20 17.09 A30-representations.aird.xes,Lane flowNodeRefs ADD,11,32,2.909090909090909
2024-10-20 17.09 A30-representations.aird.xes,SubProcess boundaryEventRefs ADD,1,0,0.0
2024-10-20 17.09 A30-representations.aird.xes,BoundaryEvent attachedToRef SET,3,0,0.0
2024-10-20 17.09 A30-representations.aird.xes,StartEvent name SET,1,1,1.0
2024-10-20 17.09 A30-representations.aird.xes,Task name SET,4,29,7.25
2024-10-20 17.09 A30-representations.aird.xes,StartEvent outgoing ADD,1,0,0.0
2024-10-20 17.09 A30-representations.aird.xes,SequenceFlow sourceRef SET,8,31,3.875
2024-10-20 17.09 A30-representations.aird.xes,Task incoming ADD,2,31,15.5
2024-10-20 17.09 A30-representations.aird.xes,SequenceFlow targetRef SET,8,31,3.875
2024-10-20 17.09 A30-representations.aird.xes,Task outgoing ADD,4,31,7.75
2024-10-20 17.09 A30-representations.aird.xes,SubProcess incoming ADD,1,0,0.0
2024-10-20 17.09 A30-representations.aird.xes,Task boundaryEventRefs ADD,2,0,0.0
2024-10-20 17.09 A30-representations.aird.xes,BoundaryEvent eventDefinitions ADD,2,0,0.0
2024-10-20 17.09 A30-representations.aird.xes,SubProcess outgoing ADD,3,0,0.0
2024-10-20 17.09 A30-representations.aird.xes,BoundaryEvent incoming ADD,2,0,0.0
2024-10-20 17.09 A30-representations.aird.xes,BoundaryEvent name SET,2,0,0.0
2024-10-20 17.09 A30-representations.aird.xes,EndEvent name SET,2,0,0.0
2024-10-20 17.09 A30-representations.aird.xes,EndEvent incoming ADD,3,0,0.0
2024-10-20 17.42 A40-representations.aird.xes,Process flowElements ADD,21,18,0.8571428571428571
2024-10-20 17.42 A40-representations.aird.xes,Lane flowNodeRefs ADD,15,2,0.13333333333333333
2024-10-20 17.42 A40-representations.aird.xes,StartEvent name SET,4,3,0.75
2024-10-20 17.42 A40-representations.aird.xes,Task name SET,6,5,0.8333333333333334
2024-10-20 17.42 A40-representations.aird.xes,LaneSet lanes ADD,1,1,1.0
2024-10-20 17.42 A40-representations.aird.xes,Lane name SET,2,4,2.0
2024-10-20 17.42 A40-representations.aird.xes,LaneSet lanes MOVE,1,0,0.0
2024-10-20 17.42 A40-representations.aird.xes,Task outgoing ADD,9,3,0.3333333333333333
2024-10-20 17.42 A40-representations.aird.xes,SequenceFlow sourceRef SET,14,14,1.0
2024-10-20 17.42 A40-representations.aird.xes,Task incoming ADD,8,8,1.0
2024-10-20 17.42 A40-representations.aird.xes,SequenceFlow targetRef SET,14,18,1.2857142857142858
2024-10-20 17.42 A40-representations.aird.xes,StartEvent outgoing ADD,4,1,0.25
2024-10-20 17.42 A40-representations.aird.xes,SequenceFlow name SET,1,0,0.0
2024-10-20 17.42 A40-representations.aird.xes,SubProcess name SET,3,2,0.6666666666666666
2024-10-20 17.42 A40-representations.aird.xes,SubProcess flowElements ADD,10,14,1.4
2024-10-20 17.42 A40-representations.aird.xes,EndEvent name SET,5,4,0.8
2024-10-20 17.42 A40-representations.aird.xes,EndEvent incoming ADD,4,2,0.5
2024-10-20 17.42 A40-representations.aird.xes,SubProcess incoming ADD,2,4,2.0
2024-10-20 17.42 A40-representations.aird.xes,SubProcess outgoing ADD,1,4,4.0
2024-10-20 17.52 A41-representations.aird.xes,Process laneSets ADD,1,2,2.0
2024-10-20 17.52 A41-representations.aird.xes,LaneSet lanes ADD,2,0,0.0
2024-10-20 17.52 A41-representations.aird.xes,Lane name SET,3,3,1.0
2024-10-20 17.52 A41-representations.aird.xes,LaneSet lanes MOVE,1,0,0.0
2024-10-20 17.52 A41-representations.aird.xes,Process flowElements ADD,22,21,0.9545454545454546
2024-10-20 17.52 A41-representations.aird.xes,Lane flowNodeRefs ADD,14,0,0.0
2024-10-20 17.52 A41-representations.aird.xes,Task name SET,6,6,1.0
2024-10-20 17.52 A41-representations.aird.xes,StartEvent name SET,4,4,1.0
2024-10-20 17.52 A41-representations.aird.xes,StartEvent outgoing ADD,4,0,0.0
2024-10-20 17.52 A41-representations.aird.xes,SequenceFlow sourceRef SET,15,16,1.0666666666666667
2024-10-20 17.52 A41-representations.aird.xes,Task incoming ADD,8,9,1.125
2024-10-20 17.52 A41-representations.aird.xes,SequenceFlow targetRef SET,15,22,1.4666666666666666
2024-10-20 17.52 A41-representations.aird.xes,Task outgoing ADD,9,4,0.4444444444444444
2024-10-20 17.52 A41-representations.aird.xes,SubProcess name SET,2,2,1.0
2024-10-20 17.52 A41-representations.aird.xes,SubProcess flowElements ADD,10,14,1.4
2024-10-20 17.52 A41-representations.aird.xes,EndEvent name SET,5,5,1.0
2024-10-20 17.52 A41-representations.aird.xes,EndEvent incoming ADD,5,3,0.6
2024-10-20 17.52 A41-representations.aird.xes,SubProcess incoming ADD,2,4,2.0
2024-10-20 17.52 A41-representations.aird.xes,SubProcess outgoing ADD,2,4,2.0
2024-10-20 17.52 A41-representations.aird.xes,LaneSet name SET,2,2,1.0
2024-10-20 18.10 B10-representations.aird.xes,Process laneSets ADD,1,1,1.0
2024-10-20 18.10 B10-representations.aird.xes,LaneSet lanes ADD,2,2,1.0
